x,y,radius,perimeter,area,compactness,diagnosis
430.0,615.0,64.48564394949149,404.96984400280655,13057.370585323048,12.560961982498727,B
581.0,697.0,84.22614719933581,528.940204411829,22275.29775821874,12.560563878607368,M
439.0,738.0,64.48564394949149,404.96984400280655,13057.370585323048,12.560961982498727,B
590.0,579.0,64.48564394949149,404.96984400280655,13057.370585323048,12.560961982498727,B
446.0,696.0,77.74721279938692,488.25249638014986,18980.1353679497,12.56066177935699,M
614.0,608.0,66.8768864004492,419.98684659482103,14043.70631470236,12.560894414489525,M
403.0,595.0,53.762348116751355,337.6275461731985,9075.82483558402,12.561384048753288,B
600.0,662.0,77.74721279938692,488.25249638014986,18980.1353679497,12.56066177935699,M
411.0,710.0,77.74721279938692,488.25249638014986,18980.1353679497,12.56066177935699,M
522.0,665.0,72.07814519943163,452.65075185243063,16313.11330832569,12.56076997993838,M
409.0,752.0,56.77450986752104,356.5439219680321,10121.303207989346,12.561241069535356,B
488.0,669.0,77.74721279938692,488.25249638014986,18980.1353679497,12.56066177935699,M
378.0,784.0,77.74721279938692,488.25249638014986,18980.1353679497,12.56066177935699,M
562.0,715.0,72.07814519943163,452.65075185243063,16313.11330832569,12.56076997993838,M
479.0,688.0,72.07814519943163,452.65075185243063,16313.11330832569,12.56076997993838,M
605.0,664.0,59.99025050108944,376.73877314684165,11300.326687276067,12.561111570657935,B
393.0,641.0,72.07814519943163,452.65075185243063,16313.11330832569,12.56076997993838,M
603.0,627.0,72.07814519943163,452.65075185243063,16313.11330832569,12.56076997993838,M
399.0,663.0,72.07814519943163,452.65075185243063,16313.11330832569,12.56076997993838,M
523.0,694.0,55.58470165081168,349.0719263670974,9701.529440894605,12.561294774690035,B
525.0,661.0,54.29587456363435,340.9780922596237,9256.851863137932,12.561356979366753,B
444.0,705.0,69.10125200101758,433.9558625663905,14993.446708259551,12.56083775518729,M
568.0,692.0,84.22614719933581,528.940204411829,22275.29775821874,12.560563878607368,M
582.0,578.0,58.24682240157193,365.79004468187173,10653.053884424022,12.561179115327079,B
391.0,669.0,84.22614719933581,528.940204411829,22275.29775821874,12.560563878607368,M
532.0,561.0,55.705232608154475,349.8288607792101,9743.649031375793,12.561289177097475,B
484.0,445.0,55.58470165081168,349.0719263670974,9701.529440894605,12.561294774690035,B
560.0,559.0,53.80520917035697,337.8967135898418,9090.30167633882,12.561381844331642,B
437.0,539.0,72.07814519943163,452.65075185243063,16313.11330832569,12.56076997993838,M
450.0,624.0,54.91081632223719,344.8399265036496,9467.720932407836,12.56132675295804,B
549.0,650.0,84.22614719933581,528.940204411829,22275.29775821874,12.560563878607368,M
637.0,523.0,72.07814519943163,452.65075185243063,16313.11330832569,12.56076997993838,M
405.0,550.0,55.355147120833024,347.6303239188314,9621.563862094876,12.5613055367835,B
590.0,639.0,48.066345920890505,301.85665238319234,7254.573135986258,12.561731560399895,B
420.0,623.0,52.07150896306594,327.00907628805413,8513.928023468663,12.561475403053494,B
597.0,611.0,52.07150896306594,327.00907628805413,8513.928023468661,12.56147540305349,B
459.0,567.0,77.74721279938692,488.25249638014986,18980.1353679497,12.56066177935699,M
597.0,657.0,77.74721279938692,488.25249638014986,18980.1353679497,12.56066177935699,M
408.0,690.0,77.74721279938692,488.25249638014986,18980.1353679497,12.56066177935699,M
566.0,568.0,57.76588490052104,362.76975717527216,10477.858019188368,12.561198832701272,B
576.0,557.0,84.22614719933581,528.940204411829,22275.29775821874,12.560563878607368,M
610.0,639.0,77.74721279938692,488.25249638014986,18980.1353679497,12.56066177935699,M
416.0,548.0,77.74721279938692,488.25249638014986,18980.1353679497,12.56066177935699,M
503.0,698.0,84.22614719933581,528.940204411829,22275.29775821874,12.560563878607368,M
506.0,716.0,72.07814519943163,452.65075185243063,16313.11330832569,12.56076997993838,M
0.0,1023.0,55.705232608154475,349.8288607792101,9743.649031375793,12.561289177097475,B
973.0,1023.0,49.9006022824312,313.37578233366787,7818.8201395890455,12.561606585950525,B
742.0,742.0,55.705232608154475,349.82886077921023,9743.649031375797,12.561289177097475,B
618.0,414.0,55.705232608154475,349.8288607792101,9743.649031375793,12.561289177097475,B
400.0,689.0,55.705232608154475,349.8288607792101,9743.649031375793,12.561289177097475,B
542.0,672.0,55.705232608154475,349.8288607792101,9743.649031375793,12.561289177097475,B
576.0,305.0,48.79210204297461,306.41440082988066,7475.301356364231,12.561680424617787,B
526.0,631.0,70.27619156944583,441.33448305611984,15507.65333872711,12.560809974900815,M
0.0,1023.0,43.14582889431658,270.95580545630816,5845.306410069801,12.562149100187213,B
1023.0,1023.0,55.705232608154475,349.8288607792101,9743.649031375793,12.561289177097475,B
501.0,414.0,54.866103042926724,344.55912710957983,9452.308286187545,12.561328916549929,B
575.0,701.0,55.705232608154475,349.8288607792101,9743.649031375793,12.561289177097475,B
480.0,707.0,49.9006022824312,313.37578233366787,7818.8201395890455,12.561606585950525,B
574.0,590.0,55.705232608154475,349.8288607792101,9743.649031375793,12.561289177097475,B
0.0,1023.0,48.792102042974605,306.4144008298805,7475.301356364229,12.561680424617787,B
1023.0,1023.0,48.792102042974605,306.4144008298805,7475.301356364229,12.561680424617787,B
0.0,1023.0,55.705232608154475,349.8288607792101,9743.649031375793,12.561289177097475,B
567.0,613.0,58.66235366789679,368.39958103439176,10805.593256872246,12.561162468563268,B
0.0,1023.0,55.705232608154475,349.8288607792101,9743.649031375793,12.561289177097475,B
1023.0,1023.0,55.705232608154475,349.8288607792101,9743.649031375793,12.561289177097475,B
227.0,803.0,49.9006022824312,313.37578233366787,7818.8201395890455,12.561606585950525,B
387.0,705.0,55.705232608154475,349.8288607792101,9743.649031375793,12.561289177097475,B
607.0,718.0,49.90060228243121,313.375782333668,7818.820139589049,12.561606585950527,B
351.0,731.0,48.79210204297461,306.41440082988066,7475.301356364231,12.561680424617787,B
443.0,583.0,56.77450986752104,356.5439219680321,10121.303207989346,12.561241069535356,B
552.0,684.0,77.74721279938692,488.25249638014986,18980.1353679497,12.56066177935699,M
579.0,663.0,50.6812804627107,318.27844130582315,8065.379474527415,12.561557466391516,B
431.0,673.0,77.74721279938692,488.25249638014986,18980.1353679497,12.56066177935699,M
493.0,733.0,72.07814519943163,452.65075185243063,16313.11330832569,12.56076997993838,M
571.0,689.0,50.95802120162941,320.0163731462327,8153.700563827138,12.561540593807127,B
525.0,709.0,77.74721279938692,488.25249638014986,18980.1353679497,12.56066177935699,M
483.0,649.0,53.762348116751355,337.6275461731985,9075.82483558402,12.561384048753288,B
554.0,594.0,53.80520917035697,337.8967135898418,9090.30167633882,12.561381844331642,B
499.0,687.0,58.24682240157193,365.79004468187173,10653.053884424022,12.561179115327079,B
546.0,542.0,72.07814519943163,452.65075185243063,16313.11330832569,12.56076997993838,M
481.0,554.0,64.48564394949149,404.96984400280655,13057.370585323048,12.560961982498727,B
644.0,692.0,77.74721279938692,488.25249638014986,18980.1353679497,12.56066177935699,M
376.0,736.0,72.66023696192703,456.30628812090174,16577.661511041035,12.560757691769938,M
568.0,672.0,63.54923546199888,399.089198701353,12680.906729306367,12.560990543563776,B
416.0,711.0,63.54923546199888,399.089198701353,12680.906729306367,12.560990543563776,B
528.0,706.0,58.24682240157193,365.79004468187173,10653.053884424022,12.561179115327079,B
477.0,706.0,70.27619156944583,441.33448305611984,15507.65333872711,12.560809974900815,M
661.0,733.0,45.29033765138114,284.42332045067354,6440.814109568992,12.561950366856294,B
358.0,734.0,55.506763587443764,348.58247532914686,9674.342524410451,12.561298413652606,B
589.0,714.0,64.48564394949149,404.96984400280655,13057.370585323048,12.560961982498727,B
426.0,697.0,77.74721279938692,488.25249638014986,18980.1353679497,12.56066177935699,M
558.0,500.0,59.7403306682789,375.16927659679163,11206.368320235659,12.561120891312187,B
458.0,553.0,64.48564394949149,404.96984400280655,13057.370585323048,12.560961982498727,B
568.0,352.0,64.48564394949149,404.96984400280655,13057.370585323048,12.560961982498727,B
475.0,426.0,63.54923546199888,399.089198701353,12680.906729306367,12.560990543563776,B
571.0,574.0,70.27619156944583,441.33448305611984,15507.65333872711,12.560809974900815,M
466.0,621.0,72.07814519943163,452.65075185243063,16313.11330832569,12.56076997993838,M
540.0,733.0,69.10125200101758,433.9558625663905,14993.446708259551,12.56083775518729,M
376.0,779.0,84.22614719933581,528.940204411829,22275.29775821874,12.560563878607368,M
577.0,588.0,77.74721279938692,488.25249638014986,18980.1353679497,12.56066177935699,M
454.0,544.0,77.74721279938692,488.25249638014986,18980.1353679497,12.56066177935699,M
549.0,537.0,64.48564394949149,404.96984400280655,13057.370585323048,12.560961982498727,B
480.0,525.0,77.74721279938692,488.25249638014986,18980.1353679497,12.56066177935699,M
375.0,723.0,44.99971522343665,282.59821160318216,6358.419522397844,12.561975644356293,B
614.0,724.0,57.13463960128773,358.80553669608696,10250.112513038774,12.56122547196004,B
562.0,625.0,77.74721279938692,488.25249638014986,18980.1353679497,12.56066177935699,M
475.0,576.0,77.74721279938692,488.25249638014986,18980.1353679497,12.56066177935699,M
432.0,645.0,57.76588490052104,362.76975717527216,10477.858019188368,12.561198832701272,B
510.0,584.0,66.8768864004492,419.98684659482103,14043.70631470236,12.560894414489525,M
403.0,713.0,58.66235366789679,368.39958103439176,10805.593256872246,12.561162468563268,B
611.0,740.0,56.25262426728103,353.2664803985248,9936.083294041508,12.561264206814206,B
535.0,608.0,57.76588490052104,362.76975717527216,10477.858019188368,12.561198832701272,B
449.0,658.0,57.76588490052104,362.76975717527216,10477.858019188368,12.561198832701272,B
577.0,667.0,64.48564394949149,404.96984400280655,13057.370585323048,12.560961982498727,B
448.0,643.0,78.35461289938212,492.06696900811966,19277.85843860174,12.560651558449733,M
502.0,711.0,69.10125200101758,433.9558625663905,14993.446708259551,12.56083775518729,M

